subject,body,sender,num_links,label
Your receipt from company.com,"Hi Chris, following up on 55029 - let me know if you have any other questions, happy to help.",support@company.com,0,legitimate
Urgent: Your account will be suspended,"We were unable to process your last payment of $2,310.71. Please update your billing details urgently at http://billing-update-portal.co/billing-update to avoid service interruption.",it.helpdesk@billing-update-portal.co,1,phishing
You have won a prize! Claim now,Final Notice: Your account is scheduled for permanent closure on the 3rd. Verify your information within 48 hours at http://bank-alert-service.info/verify-now to prevent this.,support.team@bank-alert-service.info,1,phishing
Immediate action needed: Password expired,"This is an automated alert from your bank. A transaction of $2,115.63 was flagged on Monday, June 9. Verify this transaction immediately at http://login-secure-check.icu/secure-verify or your card will be blocked.",billing.department@login-secure-check.icu,1,phishing
Your receipt from notifications.service.com,"Hello Taylor, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",billing@notifications.service.com,0,legitimate
You have won a prize! Claim now,Final Notice: Your account is scheduled for permanent closure on March 14. Verify your information within 6 hours at http://prize-claim-center.xyz/verify-now to prevent this.,account.security@prize-claim-center.xyz,1,phishing
Welcome to our platform,"Hello Sam, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",alex.rivera@notifications.service.com,0,legitimate
Reminder: Submit your timesheet,"Hi Priya, thanks for your order. Your receipt total was $1,347.11. Reach out anytime with questions.",support@ourplatform.io,0,legitimate
Your order has shipped,"Hi Casey, this is a friendly reminder to submit your timesheet for this week by end of day Friday so payroll can be processed on time.",jordan.lee@ourplatform.io,0,legitimate
Re: 98895 follow-up,"Hello Priya, good news - your order #56399 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",billing@ourplatform.io,0,legitimate
Your receipt from company.com,"Hi Casey, attached is the invoice #85377 for your recent purchase of $859.83. Let us know if you have any questions about the charges or need a receipt.",alex.rivera@company.com,0,legitimate
We noticed a new device sign-in,Final Notice: Your account is scheduled for permanent closure on the 3rd. Verify your information within 6 hours at http://login-secure-check.icu/verify-now to prevent this.,it.helpdesk@login-secure-check.icu,1,phishing
Weekly team standup notes,"Hi Priya, attached is the invoice #84273 for your recent purchase of $1,903.69. Let us know if you have any questions about the charges or need a receipt. More info at https://notifications.service.com/details",team.updates@notifications.service.com,1,legitimate
Re: 21272 follow-up,"Hello, we'd love to hear your feedback on support ticket #48116 we recently resolved. Your input helps us improve our service.",billing@ourplatform.io,0,legitimate
Your payment failed - update billing info,This is an automated alert from your bank. A transaction of $901.94 was flagged on March 14. Verify this transaction immediately at http://prize-claim-center.xyz/secure-verify or your card will be blocked.,account.security@prize-claim-center.xyz,1,phishing
You have won a prize! Claim now,"Dear Casey, our system detected a login attempt from an unrecognized device on March 14. If this wasn't you, secure your account now at http://bank-alert-service.info/secure-login.",account.security@bank-alert-service.info,1,phishing
Action Required: Verify your account now,URGENT: Your subscription (order #73618) has been cancelled due to a billing issue of $799.12. Renew immediately at http://account-verify-now.net/renew-now to avoid losing your data.,it.helpdesk@account-verify-now.net,1,phishing
Confirm your identity to avoid suspension,Final Notice: Your account is scheduled for permanent closure on next Tuesday. Verify your information within 12 hours at http://billing-update-portal.co/verify-now to prevent this.,billing.department@billing-update-portal.co,1,phishing
Your package could not be delivered,Your password will expire in 48 hours. Click here to reset it now: http://bank-alert-service.info/reset-password and avoid losing access to your account.,billing.department@bank-alert-service.info,1,phishing
Upcoming maintenance window notice,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by this Friday. More info at https://company.com/details",support@company.com,1,legitimate
Final notice: Account closure in 24 hours,"Congratulations! You have been selected to receive a $1,015.47 gift card. Claim your prize now by clicking here: http://account-verify-now.net/claim-prize before it expires on request #19016.",no-reply@account-verify-now.net,1,phishing
Your invoice #41285 could not be processed,"We noticed a new device sign-in from an unrecognized location on Monday, June 9. If this was not you, click http://verify-identity-now.top/report-unauthorized immediately.",no-reply@verify-identity-now.top,1,phishing
Weekly team standup notes,"Hi Jordan, following up on 24540 - let me know if you have any other questions, happy to help. More info at https://company.com/details",jordan.lee@company.com,1,legitimate
You have won a prize! Claim now,"Dear Jordan, our system detected a login attempt from an unrecognized device on next Tuesday. If this wasn't you, secure your account now at http://account-verify-now.net/secure-login.",billing.department@account-verify-now.net,1,phishing
Security Alert: Unusual login detected,Final Notice: Your account is scheduled for permanent closure on this Friday. Verify your information within 6 hours at http://prize-claim-center.xyz/verify-now to prevent this.,support.team@prize-claim-center.xyz,1,phishing
Your monthly newsletter,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by this Friday. More info at https://notifications.service.com/details",priya.nair@notifications.service.com,1,legitimate
